question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
10,"Qanuna görə ""öhdəlik daşıyan şəxslər"" kimlərdir və bu anlayış ""maliyyə institutları"" ilə ""qeyri-maliyyə institutları və peşə sahibləri"" anlayışlarından necə fərqlənir?",Məcəllə_art_1_2_part1,98a6608d0eb4e83b612fde01f_art_1_36|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_6_68|Məcəllə_art_14_22_part2|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_II_art_10_38|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part1|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_5_20|Məcəllə_art_14_22_part1|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_2_11|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7,98a6608d0eb4e83b612fde01f_art_1_36:0.016393|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2:0.016393|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_6_68:0.016129|Məcəllə_art_14_22_part2:0.016129|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_II_art_10_38:0.015873|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part1:0.015873|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_5_20:0.015625|Məcəllə_art_14_22_part1:0.015625|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_2_11:0.015385|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7:0.015385,1||2||3||4||5|,|1||2||3||4||5
11,"Qanunun 1.1.8-ci yarımbəndinə əsasən hansı subyektlər ""maliyyə institutları"" kateqoriyasına aiddir?",Məcəllə_art_1_2_part1,590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part2|Valyuta tənzimi haqqında_art_8_47|Banklar Haqqında Qanun_ch_VIII_art_57_91_part2|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_8_125|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_4_11|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_8_20|1dfb892e-6204-4404-9166-c861f06996fa_art_5_9_part1|590-IIQ-Banklar haqqında_ch_VIII_196|Banklar Haqqında Qanun_ch_VIII_190|“Kredit ittifaqına bank əməliyyatının həyata keçirilməsi üçün lisenziya verilməsi Qaydası”nın təsdiq edilməsi haqqında_art_1_2,590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part2:0.016393|Valyuta tənzimi haqqında_art_8_47:0.016393|Banklar Haqqında Qanun_ch_VIII_art_57_91_part2:0.016129|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_8_125:0.016129|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_4_11:0.015873|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_8_20:0.015873|1dfb892e-6204-4404-9166-c861f06996fa_art_5_9_part1:0.015625|590-IIQ-Banklar haqqında_ch_VIII_196:0.015625|Banklar Haqqında Qanun_ch_VIII_190:0.015385|“Kredit ittifaqına bank əməliyyatının həyata keçirilməsi üçün lisenziya verilməsi Qaydası”nın təsdiq edilməsi haqqında_art_1_2:0.015385,|1||2||3||4|5|,1||2||3||4|||5
12,"Qanuna görə ""virtual aktiv"" anlayışı necə müəyyən edilir və hansı alətlər virtual aktiv hesab edilmir?",Məcəllə_art_1_2_part1,5b725bb224d33e2085294c793_art_15_32|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part1|5b725bb224d33e2085294c793_art_5_22|Məcəllə_art_1_2_part1|Auditor xidməti haqqında_art_2_3|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_V_art_5_102|5b725bb224d33e2085294c793_art_11_28|Valyuta tənzimi haqqında_art_1_106|Valyuta tənzimi haqqında_art_17_102|“Dövlət qeydiyyatına alınmışdır_art_7_11,5b725bb224d33e2085294c793_art_15_32:0.016393|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part1:0.016393|5b725bb224d33e2085294c793_art_5_22:0.016129|Məcəllə_art_1_2_part1:0.016129|Auditor xidməti haqqında_art_2_3:0.015873|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_V_art_5_102:0.015873|5b725bb224d33e2085294c793_art_11_28:0.015625|Valyuta tənzimi haqqında_art_1_106:0.015625|Valyuta tənzimi haqqında_art_17_102:0.015385|“Dövlət qeydiyyatına alınmışdır_art_7_11:0.015385,1||2|||3|4||5|,|1||2|3|||4||5
13,"Qanuna görə ""benefisiar mülkiyyətçi"" kim hesab edilir?",Məcəllə_art_1_2_part2,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_35|Valyuta tənzimi haqqında_art_1_106|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_3_5|Bank Hesabları Qaydası_art_16_35|Auditor xidməti haqqında_art_2_3|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_7_18|Bank Şöbələri və Valyuta Qaydası_art_2_6|Valyuta tənzimi haqqında_art_4_33|5b725bb224d33e2085294c793_art_9_26|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_5_8,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_35:0.016393|Valyuta tənzimi haqqında_art_1_106:0.016393|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_3_5:0.016129|Bank Hesabları Qaydası_art_16_35:0.016129|Auditor xidməti haqqında_art_2_3:0.015873|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_7_18:0.015873|Bank Şöbələri və Valyuta Qaydası_art_2_6:0.015625|Valyuta tənzimi haqqında_art_4_33:0.015625|5b725bb224d33e2085294c793_art_9_26:0.015385|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_5_8:0.015385,1|||2||3||4||5,|1|2||3||4||5|
14,"Qanunda ""mühüm iştirak payı"" hansı faiz həddi ilə müəyyən edilir?",Məcəllə_art_1_2_part2,5b725bb224d33e2085294c793_art_9_26|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_1_81|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IV_art_23_29|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_11_26|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_4_63|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_15_part1|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_6_8|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_1_74|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_II_art_4_37|Banklar Haqqında Qanun_ch_III_art_22_35_part3,5b725bb224d33e2085294c793_art_9_26:0.016393|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_1_81:0.016393|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IV_art_23_29:0.016129|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_11_26:0.016129|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_4_63:0.015873|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_15_part1:0.015873|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_6_8:0.015625|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_1_74:0.015625|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_II_art_4_37:0.015385|Banklar Haqqında Qanun_ch_III_art_22_35_part3:0.015385,|1||2|3|||4|5|,1||2|||3|4|||5
15,"""Siyasi nüfuzlu şəxslərin yaxın qohumları"" anlayışına hansı şəxslər daxildir?",Məcəllə_art_1_2_part3,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14|Məcəllə_art_7_14|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_19_38|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part1|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2|Bank Hesabları Qaydası_art_19_38|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_IV_87|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_6_74|Məcəllə_art_1_2_part3,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14:0.032787|Məcəllə_art_7_14:0.032258|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_19_38:0.015873|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part1:0.015873|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2:0.015625|Bank Hesabları Qaydası_art_19_38:0.015625|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3:0.015385|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_IV_87:0.015385|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_6_74:0.015152|Məcəllə_art_1_2_part3:0.015152,1|2|3|||4||5|6|,1|2||3|4||5|||6
16,"Qanuna əsasən ""siyasi nüfuzlu şəxs"" statusuna hansı vəzifə sahibləri aiddir?",Məcəllə_art_1_2_part3,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14|Məcəllə_art_7_14|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_19_38|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part1|Bank Hesabları Qaydası_art_19_38|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_36|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3|45937180-250a-4b4a-b8e5-153945adb06d_art_2_27|Məcəllə_art_1_2_part3,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14:0.029857|Məcəllə_art_7_14:0.029418|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2:0.016393|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_19_38:0.016393|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part1:0.016129|Bank Hesabları Qaydası_art_19_38:0.016129|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_36:0.015873|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3:0.015873|45937180-250a-4b4a-b8e5-153945adb06d_art_2_27:0.015625|Məcəllə_art_1_2_part3:0.015625,8|9||1||2|3||4|,6|7|1||2|||3||4
17,FATF nədir və hansı məqsədlə fəaliyyət göstərir?,Məcəllə_art_1_2_part3|Məcəllə_art_1_2_part4,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_X_74|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_20_39|Məcəllə_art_9_16|590-IIQ-Banklar haqqında_ch_I_art_5_9|Bank Hesabları Qaydası_art_20_39|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_47|Banklar Haqqında Qanun_ch_I_art_5_9|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_art_15_23|Valyuta tənzimi haqqında_art_14_90,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_X_74:0.016393|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16:0.016393|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_20_39:0.016129|Məcəllə_art_9_16:0.016129|590-IIQ-Banklar haqqında_ch_I_art_5_9:0.015873|Bank Hesabları Qaydası_art_20_39:0.015873|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_47:0.015625|Banklar Haqqında Qanun_ch_I_art_5_9:0.015625|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_art_15_23:0.015385|Valyuta tənzimi haqqında_art_14_90:0.015385,1||2|||3|4|||5,|1||2|3|||4|5|
18,"Qanuna görə ""yüksək riskli zonalar"" hansı əlamətlərə görə müəyyən edilir?",Məcəllə_art_1_2_part4,933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_3_5|ba0d73daa9275fa1fe1e4694b_art_1_31|9018b71b0859bc7a490ea0f22_art_4_25|Valyuta tənzimi haqqında_art_1_106|5b725bb224d33e2085294c793_art_3_20|Auditor xidməti haqqında_art_2_3|5b725bb224d33e2085294c793_art_9_26|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_15_34|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_16_35,933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_3_5:0.016393|ba0d73daa9275fa1fe1e4694b_art_1_31:0.016393|9018b71b0859bc7a490ea0f22_art_4_25:0.016129|Valyuta tənzimi haqqında_art_1_106:0.016129|5b725bb224d33e2085294c793_art_3_20:0.015873|Auditor xidməti haqqında_art_2_3:0.015873|5b725bb224d33e2085294c793_art_9_26:0.015625|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_15_34:0.015625|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16:0.015385|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_16_35:0.015385,|1|2||3|||4||5,1|||2||3|4||5|
19,Qanunun tətbiq dairəsinə görə bu Qanun kimlər arasındakı münasibətləri tənzimləyir və Azərbaycan yurisdiksiyasından kənar fəaliyyətə necə tətbiq olunur?,Məcəllə_art_2_6,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_2_6|Məcəllə_art_2_6|Daxili audit haqqında_ch_I_art_2_4|Valyuta tənzimi haqqında_art_3_123|Daxili audit haqqında_ch_IV_art_12_17|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_1_2|1e1594e275bb96ef2c75aa1e8_art_8_9|Valyuta tənzimi haqqında_art_2_107|Auditor xidməti haqqında_art_1_2|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_113_366,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_2_6:0.032787|Məcəllə_art_2_6:0.032258|Daxili audit haqqında_ch_I_art_2_4:0.015873|Valyuta tənzimi haqqında_art_3_123:0.015873|Daxili audit haqqında_ch_IV_art_12_17:0.015625|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_1_2:0.015625|1e1594e275bb96ef2c75aa1e8_art_8_9:0.015385|Valyuta tənzimi haqqında_art_2_107:0.015385|Auditor xidməti haqqında_art_1_2:0.015152|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_113_366:0.015152,1|2||3|4|||5||6,1|2|3|||4|5||6|
20,Qanunun tələbləri qeyri-maliyyə institutları və peşə sahiblərinə hansı hallarda tətbiq olunur?,Məcəllə_art_3_7,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7|Valyuta tənzimi haqqında_art_17_102|Məcəllə_art_3_7|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_113_366|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_112_365|Məcəllə_art_14_22_part2|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_115_368|9018b71b0859bc7a490ea0f22_art_11_71|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part1,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7:0.016393|Valyuta tənzimi haqqında_art_17_102:0.016393|Məcəllə_art_3_7:0.016129|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_113_366:0.016129|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2:0.015873|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_112_365:0.015873|Məcəllə_art_14_22_part2:0.015625|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_115_368:0.015625|9018b71b0859bc7a490ea0f22_art_11_71:0.015385|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part1:0.015385,|1||2||3||4|5|,1||2||3||4|||5
