question,expected_chunk_ids,expected_document_ids,retrieved_top10,rank_of_first_relevant,recall@1,recall@3,recall@5,recall@10,mrr,hit@1,hit@3,hit@5,hit@10
"""Açılmış hesabların analitik uçotu üzrə qeydiyyatı kitabları"" hansı saxlanma statusuna malikdir?",“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_117_139,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə,"“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_117_139,5b725bb224d33e2085294c793_art_5_22,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_52,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_85_103,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_76_94,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_87_105,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_94_112,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_86_104,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_26_41,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_89_107",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Milli və xarici valyutada memorial və kassa sənədləri, habelə müştərilərin ödəniş sənədləri (ödəniş tapşırıqları, köçürmə ərizələri, svift bildirişləri və s.) neçə il saxlanmalıdır?",“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_118_140,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə,"“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_118_140,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_78_96,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_72_90,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_140_162,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_139_161,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_103_123,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_43_59,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_107_128,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_115_137,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_61_78",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"""Müştərilərin hesabları üzrə bank çıxarışları""nın saxlanma müddəti neçə ildir?",“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_122_144,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə,"“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_122_144,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_123_145,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_121_143,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_139_161,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_140_162,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_116_138,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_137_159,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_70_88,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_175_199,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_41_294",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"""Banklar haqqında"" Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə Fərman neçənci tarixdə, kim tərəfindən imzalanıb və nə vaxt qüvvəyə minir?",Banklar haqqında Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part2,Banklar haqqında Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə,"_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_15_29,8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_4,faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_3_4,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_V_art_1_107,Azərbaycan Respublikasının Mərkəzi Bankı - Bankların əsas vəsaitlərlə (əmlakla) apardıqları əməliyyatların tənzimlənməsi Qaydaları_art_8_9,Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_2_3,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_2_16,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_1_91,Bank Hesabları Qaydası_art_1_91",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"""Banklar haqqında"" Qanunun 49.2-ci maddəsində nəzərdə tutulmuş sanksiyanın tətbiqinə dair materiallara baxılması qaydası kim tərəfindən və necə təsdiq edilir?",Banklar haqqında Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part2,Banklar haqqında Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə,"096312ee-c41c-4c1f-9edd-baf5f3187758_art_4_51,Valyuta tənzimi haqqında_art_9_30,Valyuta tənzimi haqqında_art_19_109,Valyuta tənzimi haqqında_art_2_107,_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1,Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_9_10,İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_V_art_19_107,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_249_277,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_57,Valyuta tənzimi haqqında_art_2_49",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12 aprel 2017-ci il tarixli 1336 nömrəli Prezident Fərmanı ilə Fərmanın 3.1-ci bəndinə hansı dəyişikliklər edilib?,Banklar haqqında Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part3,Banklar haqqında Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə,"“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_13_156,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_1_15,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_63_114,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_289,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_31_43,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_231_259,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_13_130,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_21_36,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_33_48,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_223_251",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Fərmanın 3.1-1-ci bəndinə hansı Fərmanlarla və hansı tarixlərdə əlavələr edilib?,Banklar haqqında Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part3,Banklar haqqında Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə,"“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_52,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_20_35,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_54,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_62_113,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_88_106,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_16_31,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_86_104,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_419,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_166_190,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_62_79",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Azərbaycan Respublikasının Mərkəzi Bankı haqqında Qanuna əsasən Mərkəzi Bankın müstəqilliyi nədən ibarətdir və hansı orqanlar onun fəaliyyətinə müdaxilə edə bilməz?,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_6_8,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında,"802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XII_art_65_88,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_6_8,Valyuta tənzimi haqqında_art_2_19,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XII_art_61_84,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_intro_1,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_5_20,Valyuta tənzimi haqqında_art_1_72,Valyuta tənzimi haqqında_art_2_44,Valyuta tənzimi haqqında_art_13_71,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_4_6",2,0.0,1.0,1.0,1.0,0.5,0,1,1,1
"Mərkəzi Bank dövlətin öhdəlikləri üçün, dövlət isə Mərkəzi Bankın öhdəlikləri üçün cavabdehdirmi və bu qaydanın hansı istisnası var?",802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_6_8,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında,"AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_5_20,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_III_art_15_19,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XII_art_65_88,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_III_18,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_2_82,Valyuta tənzimi haqqında_art_2_44,“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_3_4,Valyuta tənzimi haqqında_art_13_71,1dfb892e-6204-4404-9166-c861f06996fa_art_1_33,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_intro_1",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Mərkəzi Bank beynəlxalq əməkdaşlıq çərçivəsində hansı qurumlarla müqavilə və sazişlər bağlaya bilər?,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_9_11,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında,"802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_51_117,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_9_11,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_VIII_art_45_56,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_44_61,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_50_116,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_5_15,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_III_18,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_47_64,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_V_art_34_41,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_1_16",2,0.0,1.0,1.0,1.0,0.5,0,1,1,1
Mərkəzi Bankın mənfəəti necə hesablanır və gəlirləri hansı mənbələr hesabına formalaşır?,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_II_art_11_14,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında,"802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_II_art_11_14,590-IIQ-Banklar haqqında_ch_V_63,Banklar Haqqında Qanun_ch_V_63,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_84,Bank Hesabları Qaydası_art_16_84,Valyuta tənzimi haqqında_art_5_36,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_68_321,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_13_130,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XI_77,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_II_art_12_15",1,1.0,1.0,1.0,1.0,1.0,1,1,1,1
"""Azərbaycan Respublikasının Mərkəzi Bankı haqqında"" Qanunun III fəsli hansı münasibətləri tənzimləyir?",802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_III_18,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında,"802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_III_18,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_3_9,Valyuta tənzimi haqqında_art_3_117,Valyuta tənzimi haqqında_art_13_71,“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_3_4,Valyuta tənzimi haqqında_art_3_21,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_1_15,1dfb892e-6204-4404-9166-c861f06996fa_art_3_25,Əmanətlərin sığortalanması haqqında_ch_III_29,590-IIQ-Banklar haqqında_ch_III_31",1,1.0,1.0,1.0,1.0,1.0,1,1,1,1
Kredit İttifaqının fəaliyyətinin əsas prinsipləri hansılardır?,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_1_10,AZƏRBAYCAN RESPUBLİKASININ QANUNU,"AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_3_9,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_1_10,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_1_3,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_14_59,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_1_81,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_4_12,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_13_54,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_12_48,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_1_49,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_II_art_7_30",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Kredit ittifaqları Azərbaycan Respublikasının hansı sahədə nəzərdə tutulmuş vəzifələri həyata keçirirlər?,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_2_14,AZƏRBAYCAN RESPUBLİKASININ QANUNUNU,"AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_2_14,AZƏRBAYCAN RESPUBLİKASININ QANUNU_intro_1,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_1_74,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_33_201,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_27_195,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_4_68,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_1_16,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_4_12,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_2_17,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_34_202",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"""Əmanətlərin sığortalanması haqqında"" Qanunun II fəsli hansı mövzuya həsr olunub?",Əmanətlərin sığortalanması haqqında_ch_II_6,Əmanətlərin sığortalanması haqqında,"Əmanətlərin sığortalanması haqqında_ch_II_6,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_2_246,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_2_89,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_II_26,İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_5,45937180-250a-4b4a-b8e5-153945adb06d_art_2_27,Valyuta tənzimi haqqında_art_2_17,096312ee-c41c-4c1f-9edd-baf5f3187758_art_2_29,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_V_art_22_98,590-IIQ-Banklar haqqında_ch_II_10",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Əmanətlərin Sığortalanması Fondu sığorta hadisəsi baş verdikdə hansı funksiyanı yerinə yetirir?,Əmanətlərin sığortalanması haqqında_ch_II_art_4_8,Əmanətlərin sığortalanması haqqında,"AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_1_88,Valyuta tənzimi haqqında_art_1_91,Əmanətlərin sığortalanması haqqında_intro_1,Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_4_23,Əmanətlərin sığortalanması haqqında_ch_II_6,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_V_art_1_107,Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part2,Əmanətlərin sığortalanması haqqında_ch_II_art_4_8,9018b71b0859bc7a490ea0f22_art_3_48,9018b71b0859bc7a490ea0f22_art_4_49",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Fond öhdəliklərini yerinə yetirmək üçün vəsaiti çatışmadıqda haradan borc vəsaiti cəlb edə bilər və kompensasiya ödədikdə həmin məbləği necə geri tələb edir?,Əmanətlərin sığortalanması haqqında_ch_II_art_4_8,Əmanətlərin sığortalanması haqqında,"AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_4_19,İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_1_31,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_1_88,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_5_85,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_16_222,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_3_67,Bank Hesabları Qaydası_art_3_67,İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_15_69,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_II_art_4_46,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_12_218",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Fondun Himayəçilik Şurası hansı halda Fondun uzunmüddətli borc qiymətli kağızlarının buraxılması haqqında qərar qəbul edir və bu səlahiyyəti icraçı direktora həvalə edə bilərmi?,Əmanətlərin sığortalanması haqqında_ch_II_art_8_12,Əmanətlərin sığortalanması haqqında,"Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_10_11,“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4,“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_10_216,Əmanətlərin sığortalanması haqqında_ch_II_art_5_9,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_4_19,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_242,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_V_art_2_96,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_14_220,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_74_327",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
"Fondun icraçı direktoru necə təyin edilir, səlahiyyət müddəti neçə ildir və hansı tələblərə cavab verməlidir?",Əmanətlərin sığortalanması haqqında_ch_II_art_9_13,Əmanətlərin sığortalanması haqqında,"Əmanətlərin sığortalanması haqqında_ch_II_art_9_13,Əmanətlərin sığortalanması haqqında_ch_II_art_5_9,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_29_44,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_6_20,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_140_162,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_114_136,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_204_231,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_34_49,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_38_54,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_56_73",-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
