question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
90,Pərakəndə risklər üzrə risk çəkisinin 75% olaraq müəyyən edilməsi üçün hansı şərtlərin hamısı ödənilməlidir?,“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_14,“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_14|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_15_part1|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_3_8_part1|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_V_art_29_94|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_5_10_part2|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1|511cdc58f232d5d9395551ae8_art_3_12|8a4d0220-9312-4ef2-88e8-c65b607a186a_art_5_12_part1|faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_5_12_part1|d290a5c47f251d932318feaec_art_5_7,“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_14:0.032787|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_15_part1:0.028898|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_3_8_part1:0.028283|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_V_art_29_94:0.016129|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_5_10_part2:0.016129|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1:0.015873|511cdc58f232d5d9395551ae8_art_3_12:0.015873|8a4d0220-9312-4ef2-88e8-c65b607a186a_art_5_12_part1:0.015625|faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_5_12_part1:0.015385|d290a5c47f251d932318feaec_art_5_7:0.015152,1|14|19||2|3||4|5|,1|5|4|2|||3|||6
91,Kredit ittifaqının üzvlərinə verdiyi təminatsız kreditlərin maksimum məbləği normativi hansı həddə bərabər və ya ondan çox olmalıdır?,“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_8_12,“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_8_12|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_7_11|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_10_29|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_3_7|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_5_9|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_4_8_part1|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_4_8_part2|6c51a485-6986-4257-b6e0-25475732f1dc_art_7_11|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_6_10|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_3_8_part1,“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_8_12:0.032787|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_7_11:0.031498|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_10_29:0.031281|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_3_7:0.031281|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_5_9:0.030331|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_4_8_part1:0.028624|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_4_8_part2:0.027799|6c51a485-6986-4257-b6e0-25475732f1dc_art_7_11:0.027778|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_6_10:0.015873|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_3_8_part1:0.015385,1|3|6|2|4|13|14|12||5,1|4|2|6|8|7|10|12|3|
92,İcarəyə verən tərəfindən maliyyə hesabatlarında maliyyə icarəsi üzrə hansı məlumatlar açıqlanmalıdır?,05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_6_7,05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_4_5|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_6_7|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_5_6|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_3_4|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_2_3|“Dövlət qeydiyyatına alınmışdır_art_9_13|“Dövlət qeydiyyatına alınmışdır_art_15_20|Azərbaycan Respublikası Prezidentinin Fərmanı_art_15_25_part2|“Dövlət qeydiyyatına alınmışdır_art_13_18|Azərbaycan Respublikası Prezidentinin Fərmanı_art_15_25_part1,05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_4_5:0.032522|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_6_7:0.032522|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_5_6:0.031746|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_3_4:0.031250|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_2_3:0.030090|“Dövlət qeydiyyatına alınmışdır_art_9_13:0.029877|“Dövlət qeydiyyatına alınmışdır_art_15_20:0.027425|Azərbaycan Respublikası Prezidentinin Fərmanı_art_15_25_part2:0.015152|“Dövlət qeydiyyatına alınmışdır_art_13_18:0.015152|Azərbaycan Respublikası Prezidentinin Fərmanı_art_15_25_part1:0.014925,2|1|3|4|5|9|20|6||7,1|2|3|4|8|5|7||6|
93,İnformasiya sisteminə valyuta mübadiləsi əməliyyatlarına dair hansı məlumatlar daxil edilir?,3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_7_11_part1,3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_7_11_part1|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_1_5|096312ee-c41c-4c1f-9edd-baf5f3187758_art_7_25|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_2_3|Valyuta tənzimi haqqında_art_16_101|096312ee-c41c-4c1f-9edd-baf5f3187758_art_6_24|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_9_15|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_7_11_part2|096312ee-c41c-4c1f-9edd-baf5f3187758_art_13_46_part2|096312ee-c41c-4c1f-9edd-baf5f3187758_art_11_58,3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_7_11_part1:0.032787|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_1_5:0.032258|096312ee-c41c-4c1f-9edd-baf5f3187758_art_7_25:0.031010|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_2_3:0.030777|Valyuta tənzimi haqqında_art_16_101:0.030159|096312ee-c41c-4c1f-9edd-baf5f3187758_art_6_24:0.029418|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_9_15:0.028860|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_7_11_part2:0.028485|096312ee-c41c-4c1f-9edd-baf5f3187758_art_13_46_part2:0.027783|096312ee-c41c-4c1f-9edd-baf5f3187758_art_11_58:0.027402,1|2|5|4|3|7|17|6|11|14,1|2|4|6|10|9|3|15|13|12
94,Mənfəət və ya zərər hesablarında ədalətli dəyərlə ölçülmüş kredit portfeli hansı valyutada və hansı ölçü vahidində göstərilir?,93968292987fc27975a90fcfd_art_4_38,93968292987fc27975a90fcfd_art_4_34|93968292987fc27975a90fcfd_art_3_53|93968292987fc27975a90fcfd_art_4_38|93968292987fc27975a90fcfd_art_3_56|93968292987fc27975a90fcfd_art_4_26|93968292987fc27975a90fcfd_art_2_58|93968292987fc27975a90fcfd_art_4_30|93968292987fc27975a90fcfd_art_4_22|beaf2f3b-d7c9-4377-8d69-d29758699119_art_6_36_part1|09b9304488242be054f8c2eb6_intro_1_part14,93968292987fc27975a90fcfd_art_4_34:0.032522|93968292987fc27975a90fcfd_art_3_53:0.032266|93968292987fc27975a90fcfd_art_4_38:0.031754|93968292987fc27975a90fcfd_art_3_56:0.031498|93968292987fc27975a90fcfd_art_4_26:0.030303|93968292987fc27975a90fcfd_art_2_58:0.030090|93968292987fc27975a90fcfd_art_4_30:0.030090|93968292987fc27975a90fcfd_art_4_22:0.014925|beaf2f3b-d7c9-4377-8d69-d29758699119_art_6_36_part1:0.014925|09b9304488242be054f8c2eb6_intro_1_part14:0.014493,2|1|4|3|6|8|5|7||9,1|3|2|4|6|5|8||7|
95,Statistik vahid nağd xarici valyuta əməliyyatları hesabatını Mərkəzi Banka hansı müddətdə təqdim etməlidir?,Azərbaycan Respublikası Prezidentinin Fərmanı_art_3_9_part1,Azərbaycan Respublikası Prezidentinin Fərmanı_art_3_9_part1|Azərbaycan Respublikası Prezidentinin Fərmanı_intro_1|Azərbaycan Respublikası Prezidentinin Fərmanı_art_1_4|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part1|Azərbaycan Respublikası Prezidentinin Fərmanı_art_4_14_part1|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_8|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part3|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_3_6|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_3|096312ee-c41c-4c1f-9edd-baf5f3187758_art_7_25,Azərbaycan Respublikası Prezidentinin Fərmanı_art_3_9_part1:0.032522|Azərbaycan Respublikası Prezidentinin Fərmanı_intro_1:0.031010|Azərbaycan Respublikası Prezidentinin Fərmanı_art_1_4:0.030090|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part1:0.029644|Azərbaycan Respublikası Prezidentinin Fərmanı_art_4_14_part1:0.029643|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_8:0.029324|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part3:0.029214|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_3_6:0.029206|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_3:0.028577|096312ee-c41c-4c1f-9edd-baf5f3187758_art_7_25:0.026786,1|5|8|9|2|4|18|3|11|10,2|4|5|6|14|13|1|15|9|20
96,Əmanətlər üzrə hesablanmış faizlərin ödənilməsi zamanı hansı mühasibat yazılışı verilir?,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_3_7,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_3_7|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_2_6|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_1_5|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_4_8|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_1_2|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_2_3|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_6_10|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_2_21|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_4_6,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_3_7:0.032787|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_2_6:0.032258|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_1_5:0.031010|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_4_8:0.030303|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_1_2:0.028175|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_2_3:0.015873|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_6_10:0.015873|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7:0.015625|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_2_21:0.015385|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_4_6:0.014925,1|2|4|6|12|3|||5|,1|2|5|6|10||3|4||7
97,Baş kitabın bankın idarə olunmasında hansı əsas funksiyaları var və o hansı istifadəçilər üçün hesabatların əsasını təşkil edir?,_Dövlət qeydiyyatına alınmışdır_art_13_22,_Dövlət qeydiyyatına alınmışdır_art_8_10_part2|_Dövlət qeydiyyatına alınmışdır_art_13_22|Banklarda korporativ idarəetmə Standartları_art_12_22|_Dövlət qeydiyyatına alınmışdır_art_7_9|_Dövlət qeydiyyatına alınmışdır_art_8_10_part1|“Dövlət qeydiyyatına alınmışdır_art_15_20|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_6_11_part1|Banklarda korporativ idarəetmə Standartları_art_15_27|Banklarda korporativ idarəetmə Standartları_art_3_9_part2|_Dövlət qeydiyyatına alınmışdır_art_10_14_part2,_Dövlət qeydiyyatına alınmışdır_art_8_10_part2:0.032522|_Dövlət qeydiyyatına alınmışdır_art_13_22:0.031099|Banklarda korporativ idarəetmə Standartları_art_12_22:0.030550|_Dövlət qeydiyyatına alınmışdır_art_7_9:0.029031|_Dövlət qeydiyyatına alınmışdır_art_8_10_part1:0.028694|“Dövlət qeydiyyatına alınmışdır_art_15_20:0.016129|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_6_11_part1:0.015625|Banklarda korporativ idarəetmə Standartları_art_15_27:0.015385|Banklarda korporativ idarəetmə Standartları_art_3_9_part2:0.015385|_Dövlət qeydiyyatına alınmışdır_art_10_14_part2:0.015152,2|1|4|3|18||||5|6,1|8|7|16|3|2|4|5||
98,"Banklar maliyyə hesabatlarının surətini ""Audit hesabatı"" ilə birlikdə Milli Banka hansı müddət ərzində təqdim etməlidirlər?",«Dövlət qeydiyyatına alınmışdır»_art_8_8,«Dövlət qeydiyyatına alınmışdır»_art_8_8|Banklar Haqqında Qanun_ch_V_art_45_66|590-IIQ-Banklar haqqında_ch_V_art_45_66|590-IIQ-Banklar haqqında_ch_X_art_4_191_part1|Banklar Haqqında Qanun_ch_XI_art_4_185_part1|“Dövlət qeydiyyatına alınmışdır_art_9_13|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_76|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_4_77|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_art_20_28|“Dövlət qeydiyyatına alınmışdır_art_1_2,«Dövlət qeydiyyatına alınmışdır»_art_8_8:0.032787|Banklar Haqqında Qanun_ch_V_art_45_66:0.031754|590-IIQ-Banklar haqqında_ch_V_art_45_66:0.031746|590-IIQ-Banklar haqqında_ch_X_art_4_191_part1:0.029469|Banklar Haqqında Qanun_ch_XI_art_4_185_part1:0.029139|“Dövlət qeydiyyatına alınmışdır_art_9_13:0.028986|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_76:0.027810|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_4_77:0.016129|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_art_20_28:0.015385|“Dövlət qeydiyyatına alınmışdır_art_1_2:0.015152,1|2|3|5|4|9|6|||,1|4|3|11|14|9|19|2|5|6
99,Texniki və təmir xidmətləri üzrə daxilolmalar və ödənişlər hansı kodlarla təsnif edilir?,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_54,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_419|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_54|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_54_461|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_3_7_part1|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_1_2_part2|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_62_113|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_123_376_part4|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_65_116|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_4_12|93968292987fc27975a90fcfd_art_3_4_part2,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_419:0.032522|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_54:0.032522|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_54_461:0.031746|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_3_7_part1:0.029040|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_1_2_part2:0.015625|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_62_113:0.015625|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_123_376_part4:0.015385|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_65_116:0.015385|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_4_12:0.015152|93968292987fc27975a90fcfd_art_3_4_part2:0.014925,1|2|3|6|4||5|||,2|1|3|12||4||5|6|7
100,Mənfəət və zərər haqqında hesabatda gəlir və xərc maddələri hansı hallarda əvəzləşdirilə bilər?,“Dövlət qeydiyyatına alınmışdır_art_12_17,“Dövlət qeydiyyatına alınmışdır_art_12_17|“Dövlət qeydiyyatına alınmışdır_art_5_8_part2|“Dövlət qeydiyyatına alınmışdır_art_4_6_part2|“Dövlət qeydiyyatına alınmışdır_art_4_6_part1|“Dövlət qeydiyyatına alınmışdır_art_5_8_part1|Banklarda korporativ idarəetmə Standartları_art_1_37_part1|93968292987fc27975a90fcfd_art_3_56|beaf2f3b-d7c9-4377-8d69-d29758699119_art_6_36_part1|“Dövlət qeydiyyatına alınmışdır_art_6_10|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_57_120_part1,“Dövlət qeydiyyatına alınmışdır_art_12_17:0.032787|“Dövlət qeydiyyatına alınmışdır_art_5_8_part2:0.032258|“Dövlət qeydiyyatına alınmışdır_art_4_6_part2:0.031498|“Dövlət qeydiyyatına alınmışdır_art_4_6_part1:0.030090|“Dövlət qeydiyyatına alınmışdır_art_5_8_part1:0.028783|Banklarda korporativ idarəetmə Standartları_art_1_37_part1:0.028595|93968292987fc27975a90fcfd_art_3_56:0.027598|beaf2f3b-d7c9-4377-8d69-d29758699119_art_6_36_part1:0.027212|“Dövlət qeydiyyatına alınmışdır_art_6_10:0.025808|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_57_120_part1:0.015873,1|2|4|8|16|12|14|13|17|3,1|2|3|5|4|8|11|14|18|
101,Təxirə salınmış xərclər hesabında hansı xərclərin uçotu aparılır və bu xərclər necə uçotdan silinir?,“Dövlət qeydiyyatına alınmışdır”_art_3_4,“Dövlət qeydiyyatına alınmışdır”_art_3_4|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_5_6|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_4_5|“Dövlət qeydiyyatına alınmışdır_art_5_8_part2|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_4_5|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_5_27|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7|“Dövlət qeydiyyatına alınmışdır_art_7_11|6c51a485-6986-4257-b6e0-25475732f1dc_art_9_13_part1|Banklarda korporativ idarəetmə Standartları_art_1_37_part1,“Dövlət qeydiyyatına alınmışdır”_art_3_4:0.032787|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_5_6:0.030159|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_4_5:0.029643|“Dövlət qeydiyyatına alınmışdır_art_5_8_part2:0.028860|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_4_5:0.028175|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_5_27:0.016129|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7:0.015625|“Dövlət qeydiyyatına alınmışdır_art_7_11:0.015625|6c51a485-6986-4257-b6e0-25475732f1dc_art_9_13_part1:0.015385|Banklarda korporativ idarəetmə Standartları_art_1_37_part1:0.015385,1|10|2|3|12||4||5|,1|3|14|17|10|2||4||5
