Question ID,Category,Question,Ground Truth,Generated Answer,Retrieved Chunk IDs,Retrieved Documents,Retrieval Time,Prompt Time,Generation Time,Total Time,Error
Q049,risk_management,Xarici valyuta riski hansı əsasda ölçülür?,Bankın xarici valyuta riski açıq valyuta mövqeyi əsasında ölçülür. Açıq valyuta mövqeyinin hesablanması Mərkəzi Bankın müəyyən etdiyi qaydalara uyğun həyata keçirilir.,Bankın xarici valyuta riski açıq valyuta mövqeyi əsasında ölçülür.,"[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_5_12_part1"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_5_12_part1"", ""ba0d73daa9275fa1fe1e4694b_intro_1_part20"", ""ba0d73daa9275fa1fe1e4694b_intro_1_part19"", ""Banklarda korporativ idarəetmə Standartları_art_1_42_part1""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""ba0d73daa9275fa1fe1e4694b"", ""ba0d73daa9275fa1fe1e4694b"", ""Banklarda korporativ idarəetmə Standartları""]",37.399999166998896,0.01172733299608808,42.948603000011644,80.51429474999895,
Q050,risk_management,Bazar risklərinin idarə edilməsi siyasəti hansı məsələləri əhatə etməlidir?,"Bazar risklərinin idarə edilməsi siyasəti bazar risklərinin müəyyən edilməsi və qiymətləndirilməsi alətlərini, risk limitlərini, məsuliyyət bölgüsünü, gözlənilməz itkilərə qarşı kapitalın müəyyən edilməsini, yeni məhsulların bazar risklərini, qeyri-adi bazar əməliyyatlarının idarə edilməsini, siyasətin yenilənməsini və stres-test şoklarını əhatə etməlidir.","Bazar risklərinin idarə edilməsi siyasəti Mərkəzi Bankın İdarə Heyətinin 2023-cü il 28 avqust tarixli 41/1 nömrəli Qərarı ilə təsdiq edilmiş “Banklarda korporativ idarəetmə Standartları”nda risklərin idarə edilməsi siyasətinə dair müəyyən edilmiş tələblərlə yanaşı azı aşağıdakıları əhatə etməlidir:

* bazar risklərinin müəyyən edilməsi və qiymətləndirilməsi ilə bağlı alətlər və nəticələrinin istifadəsi;
* bazar riskləri üzrə risk limitləri və onların yenilənmə tezliyi;
* bazar riskinə məruz qalan struktur bölmələrin fəaliyyət sahəsinin müəyyənləşdirilməsi;
* bankın Müşahidə Şurası və İdarə Heyətinin, daxili nəzarət funksiyasına daxil edilən struktur bölmələrinin və bazar risklərinin idarə edilməsinə məsul digər əməkdaşların səlahiyyət və məsuliyyətinin müəyyənləşdirilməsi;
* gözlənilməz itkilərə qarşı adekvat kapital həcminin müəyyən edilməsi prosesinin formalaşdırılması;
* yeni məhsullara xas olan bazar riskləri;
* qeyri-adi və ya mübahisəli bazar əməliyyatlarının (bazar şərtlərinə uyğun gəlməyən qiymətləndirmələr, likvid olmayan aktivlərin qəfil alqı‑satqısı, qiymət manipulyasiyası, şübhəli tərəflərlə aparılan əməliyyatlar və s. ) araşdırılması, hesabatlığı və həlli üsulları;
* bankın bazar riski profilinin dəyişməsi halında siyasətin nəzərdən keçirilməsi və zərurət olduğu təqdirdə yenilənməsini;
* stres-testlərdə istifadə olunan şoklara dair məlumatları.","[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_4_11"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_4_11"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_10"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_3_10"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_4_8""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası""]",27.870805707992986,0.009365082994918339,92.07229441599338,120.06241737499658,
Q051,risk_management,Bank bazar riskləri üzrə siyasət və daxili qaydaları hansı tezliklə nəzərdən keçirməlidir?,Bank bazar riskləri üzrə siyasət və daxili qaydalarını azı ildə bir dəfə nəzərdən keçirməli və zərurət olduqda müvafiq dəyişikliklər etməlidir.,Bank bazar riskləri üzrə siyasət və daxili qaydaları azı ildə bir dəfə nəzərdən keçirməlidir.,"[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_4_11"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_4_11"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_4_8"", ""1dfb892e-6204-4404-9166-c861f06996fa_art_4_8"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_10""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""1dfb892e-6204-4404-9166-c861f06996fa"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a""]",20.752043083004537,0.028182084002764896,22.144612915988546,43.11517812499369,
Q052,risk_management,Bank bazar risklərini necə idarə etməlidir?,"Bank fəaliyyətinin xüsusiyyətinə və əməliyyatlarının mürəkkəbliyinə uyğun daxili qaydalar hazırlamalı, bazar riski yaradan fəaliyyətləri və risklərin idarə olunması prosesini hərtərəfli tənzimləməli, mərkəzləşdirilmiş nəzarəti həyata keçirən struktur bölməni müəyyən etməli və siyasəti mütəmadi olaraq yeniləməlidir.","Bazar risklərinin idarə edilməsi siyasəti bankın biznes strategiyasına və risk iştahasına müvafiq olaraq hazırlanır. Bu siyasət Mərkəzi Bankın İdarə Heyətinin 2023-cü il 28 avqust tarixli 41/1 nömrəli Qərarı ilə təsdiq edilmiş “Banklarda korporativ idarəetmə Standartları”nda risklərin idarə edilməsi siyasətinə dair müəyyən edilmiş tələblərlə yanaşı azı aşağıdakıları əhatə etməlidir: bazar risklərinin müəyyən edilməsi və qiymətləndirilməsi ilə bağlı alətlər və nəticələrinin istifadəsi; bazar riskləri üzrə risk limitləri və onların yenilənmə tezliyi; bazar riskinə məruz qalan struktur bölmələrin fəaliyyət sahəsinin müəyyənləşdirilməsi; bankın Müşahidə Şurası və İdarə Heyətinin, daxili nəzarət funksiyasına daxil edilən struktur bölmələrinin və bazar risklərinin idarə edilməsinə məsul digər əməkdaşların səlahiyyət və məsuliyyətinin müəyyənləşdirilməsi; gözlənilməz itkilərə qarşı adekvat kapital həcminin müəyyən edilməsi prosesinin formalaşdırılması; yeni məhsullara xas olan bazar riskləri; qeyri-adi və ya mübahisəli bazar əməliyyatlarının (bazar şərtlərinə uyğun gəlməyən qiymətləndirmələr, likvid olmayan aktivlərin qəfil alqı‑satqısı, qiymət manipulyasiyası, şübhəli tərəflərlə aparılan əməliyyatlar və s. ) araşdırılması, hesabatlığı və həlli üsulları; bankın bazar riski profilinin dəyişməsi halında siyasətin nəzərdən keçirilməsi və zərurət olduğu təqdirdə yenilənməsini; stres-testlərdə istifadə olunan şoklara dair məlumatları. Bank fəaliyyətinin xüsusiyyətinə və əməliyyatlarının mürəkkəbliyinə uyğun olaraq bazar risklərinin idarə olunması üzrə daxili qaydaları işləyib hazırlayır. Bu qaydalar bankın bazar riski yaradan fəaliyyətini və bazar risklərinin idarə olunması prosesini hərtərəfli tənzimləyir və bankın bazar riskləri üzrə siyasətinin həyata keçirilməsi zamanı rəhbər tutulur. Daxili qaydalarda bazar risklərinin idarə edilməsinə mərkəzləşdirilmiş nəzarəti həyata keçirən struktur bölmə müəyyən edilməli, onun səlahiyyətləri və tabeçiliyi, habelə hesabatların təqdim edilməsi prosedurları və bankın digər struktur bölmələri ilə əlaqələri müəyyən olunmalıdır. Bank bazar riskləri üzrə siyasət və daxili qaydalarını azı ildə bir dəfə nəzərdən keçirməli və zərurət olduğu təqdirdə müvafiq dəyişikliklər etməlidir.","[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_4_11"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_4_11"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_10"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_3_10"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_5_12_part1""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a""]",31.729573125005118,0.01024433400016278,110.96135824998782,142.82513400001335,
Q053,risk_management,Açıq valyuta mövqeyi nədir?,Açıq valyuta mövqeyi bankın ayrı-ayrı xarici valyutalarda və bank metallarında balans və balansdankənar tələblərinin məbləği ilə balans və balansdankənar öhdəliklərinin məbləği arasındakı fərqdir.,"Açıq valyuta mövqeyi, bankın ayrı-ayrı xarici valyutalarda, habelə bank metallarında balans və balansdankənar tələblərinin (bundan sonra – tələblər) və balans və balansdankənar öhdəliklərinin (bundan sonra – öhdəliklər) məbləğləri arasındakı fərqdir.","[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_17"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_17"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_18"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_3_18"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_4_19_part1""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7""]",30.13754041599168,0.007320999997318722,67.02646187500795,97.34485766600119,
Q054,risk_management,Qısa açıq valyuta mövqeyi nədir?,Qısa açıq valyuta mövqeyi bankın hər hansı xarici valyuta üzrə öhdəliklərinin məbləğinin tələblərinin məbləğindən çox olduğu açıq valyuta mövqeyidir.,Qısa açıq valyuta mövqeyi – bankın hər hansı xarici valyuta öhdəlikləri məbləğinin onun tələbləri məbləğindən çox olduğu açıq valyuta mövqeyi.,"[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_17"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_17"", ""baab9bc790127f849f8ac1040_intro_1_part16"", ""98a6608d0eb4e83b612fde01f_art_4_13_part6"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_4_19_part1""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""baab9bc790127f849f8ac1040"", ""98a6608d0eb4e83b612fde01f"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a""]",40.121840791995055,0.011372708002454601,33.162956250002026,73.51912199999788,
Q055,risk_management,Uzun açıq valyuta mövqeyi nədir?,Uzun açıq valyuta mövqeyi bankın hər hansı xarici valyuta üzrə tələblərinin məbləğinin öhdəliklərinin məbləğindən çox olduğu açıq valyuta mövqeyidir.,"Document 1 və Document 2-də qeyd olunduğu kimi, uzun açıq valyuta mövqeyi – bankın hər hansı xarici valyuta tələbləri məbləğinin onun öhdəlikləri məbləğindən çox olduğu açıq valyuta mövqeyi.","[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_17"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_17"", ""58696c0de75462383dba38398_intro_1_part12"", ""1db1173040cd0364af5d7f0d2_intro_1_part11"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_4_19_part1""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""58696c0de75462383dba38398"", ""1db1173040cd0364af5d7f0d2"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7""]",35.895863041994744,0.014458457997534424,49.69728354200197,85.8601482080121,
Q056,risk_management,Hedcləşdirmə nədir?,Hedcləşdirmə törəmə maliyyə alətləri və ya forvard müqavilələri vasitəsilə mübadilə məzənnəsinin dəyişməsindən yarana biləcək itkinin qarşısının alınmasıdır.,"Hedcləşdirmə, törəmə maliyyə alətləri, habelə forvard müqavilələri vasitəsilə mübadilə məzənnəsinin dəyişməsindən yarana biləcək itkinin qarşısının alınmasıdır.","[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_17"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_17"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_5_12_part1"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_5_12_part1"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_18""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a""]",41.451804915996036,0.016638957997201942,44.842682665999746,86.59255575000134,
Q057,risk_management,Struktur valyuta mövqeyi nədir?,"Struktur valyuta mövqeyi valyuta risklərinin bankın kapitalına təsirini minimuma endirmək məqsədilə qəbul edilmiş uzunmüddətli valyuta mövqeləridir. Buraya, məsələn, bankın xaricdə törəmə müəssisə yaratması, səhmlərini xarici valyutada emissiya etməsi və möhtəkirlik xarakteri daşımayan digər əməliyyatlar üzrə açılmış mövqelər daxildir.","Struktur valyuta mövqeyi, valyuta risklərinin bankın kapitalına təsirini minimallaşdırmaq məqsədilə qəbul edilmiş uzunmüddətli valyuta mövqeləridir. Bu cür mövqeyə bankların xaricdə törəmə müəssisələr təsis etməsi, səhmlərini xarici valyutada emissiya edərək yerləşdirməsi və möhtəkirlik xarakterinə malik olmayan digər əməliyyatlar üzrə açılmış mövqeləri və s. aid edilir.","[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_17"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_2_17"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_4_19_part1"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_4_19_part1"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_18""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a""]",37.258453500006,0.00929045800876338,58.843846582996775,96.32804841699544,
Q061,risk_management,2025 və 2026-cı illər üçün illik inflyasiya üzrə proqnoz nədir?,"Mövcud monetar siyasət çərçivəsində 2025-ci və 2026-cı illərdə illik inflyasiyanın hədəf diapazonu daxilində, yəni 4±2% olacağı proqnozlaşdırılır.",There is not enough information available in the provided documents.,"[""baab9bc790127f849f8ac1040_intro_1_part5"", ""baab9bc790127f849f8ac1040_intro_1_part3"", ""ba0d73daa9275fa1fe1e4694b_intro_1_part3"", ""98a6608d0eb4e83b612fde01f_intro_1_part5"", ""ba0d73daa9275fa1fe1e4694b_intro_1_part6""]","[""baab9bc790127f849f8ac1040"", ""baab9bc790127f849f8ac1040"", ""ba0d73daa9275fa1fe1e4694b"", ""98a6608d0eb4e83b612fde01f"", ""ba0d73daa9275fa1fe1e4694b""]",40.72899150000012,0.017155791996628977,52.98050525000144,93.9898867909942,
Q062,risk_management,2024-cü ildə Mərkəzi Bank uçot dərəcəsini necə dəyişdirmişdir?,"2024-cü ildə keçirilən ilk üç iclasda uçot dərəcəsi 8%-dən 7.25%-ə endirilmiş, sonrakı beş iclasda isə dəyişməz saxlanılmışdır.",Pul siyasətinə həsr edilmiş ilk 3 iclasda uçot dərəcəsinin 8%-dən 7.25%-ə endirilməsi ilə bağlı qərarlar qəbul edilmişdir.,"[""98a6608d0eb4e83b612fde01f_intro_1_part5"", ""58696c0de75462383dba38398_intro_1_part5"", ""1db1173040cd0364af5d7f0d2_intro_1_part5"", ""ba0d73daa9275fa1fe1e4694b_intro_1_part7"", ""98a6608d0eb4e83b612fde01f_art_4_13_part8""]","[""98a6608d0eb4e83b612fde01f"", ""58696c0de75462383dba38398"", ""1db1173040cd0364af5d7f0d2"", ""ba0d73daa9275fa1fe1e4694b"", ""98a6608d0eb4e83b612fde01f""]",51.72345454200695,0.012213416004669853,44.480726125009824,96.56355554099719,
Q063,risk_management,2024-cü ildə faiz dəhlizi neçə dəfə müzakirə olunmuşdur?,2024-cü il ərzində faiz dəhlizinin parametrləri 8 dəfə müzakirə edilmişdir.,2024-cü ildə faiz dəhlizi parametrləri 8 dəfə müzakirə edilmişdir.,"[""98a6608d0eb4e83b612fde01f_intro_1_part5"", ""1db1173040cd0364af5d7f0d2_intro_1_part5"", ""baab9bc790127f849f8ac1040_intro_1_part5"", ""ba0d73daa9275fa1fe1e4694b_intro_1_part7"", ""98a6608d0eb4e83b612fde01f_intro_1_part2""]","[""98a6608d0eb4e83b612fde01f"", ""1db1173040cd0364af5d7f0d2"", ""baab9bc790127f849f8ac1040"", ""ba0d73daa9275fa1fe1e4694b"", ""98a6608d0eb4e83b612fde01f""]",43.36288899999636,0.013957750008557923,33.408072542006266,77.11442312499275,
Q064,risk_management,2024-cü ildə manatın nominal və real effektiv məzənnəsi necə dəyişmişdir?,"2024-cü ildə manatın qeyri-neft ticarət çəkili nominal effektiv məzənnəsi 9%, real effektiv məzənnəsi isə 2.2% möhkəmlənmişdir.","2024-cü ildə manatın qeyri-neft ticarət çəkili nominal effektiv məzənnəsi 9%, real effektiv məzənnəsi isə 2.2% möhkəmlənmişdir.","[""98a6608d0eb4e83b612fde01f_intro_1_part5"", ""58696c0de75462383dba38398_intro_1_part5"", ""98a6608d0eb4e83b612fde01f_art_3_25_part3"", ""58696c0de75462383dba38398_intro_1_part4"", ""98a6608d0eb4e83b612fde01f_intro_1_part2""]","[""98a6608d0eb4e83b612fde01f"", ""58696c0de75462383dba38398"", ""98a6608d0eb4e83b612fde01f"", ""58696c0de75462383dba38398"", ""98a6608d0eb4e83b612fde01f""]",72.46494250000978,0.013422292002360336,66.72667250000814,139.43231158299022,
Q065,risk_management,İnflyasiyanın azalmasına hansı əsas amillər təsir göstərmişdir?,"İnflyasiyanın azalmasına tərəfdaş ölkələrdə inflyasiyanın azalması, manatın nominal effektiv məzənnəsinin güclənməsi və ölkədə həyata keçirilən antiinflyasiya siyasəti təsir göstərmişdir.","Tərəfdaş ölkələrdə inflyasiyanın azalması, dünya əmtəə bazarlarında qiymətlərin enməsi, beynəlxalq yükdaşıma xərclərinin pandemiyadan əvvəlki səviyyələrə qayıtması inflyasiyaya azaldıcı təsir etmişdir.","[""09b9304488242be054f8c2eb6_intro_1_part5"", ""1db1173040cd0364af5d7f0d2_intro_1_part5"", ""58696c0de75462383dba38398_intro_1_part5"", ""98a6608d0eb4e83b612fde01f_intro_1_part3"", ""baab9bc790127f849f8ac1040_intro_1_part3""]","[""09b9304488242be054f8c2eb6"", ""1db1173040cd0364af5d7f0d2"", ""58696c0de75462383dba38398"", ""98a6608d0eb4e83b612fde01f"", ""baab9bc790127f849f8ac1040""]",37.63866608400713,0.01271520800946746,52.05555020799511,90.02884825000365,
Q066,risk_management,Risk qiymətləndirilməsi nə üçün istifadə olunur?,Risk qiymətləndirilməsi nəzarətin intensivliyinin müəyyən edilməsi və nəzarətin planlaşdırılması üçün əsas alət kimi istifadə olunur.,"Risk qiymətləndirilməsi ölkə səviyyəsində risklərin müəyyənləşdirilərək qiymətləndirilməsi, həmin risklərə uyğun olaraq hədəflərin müəyyən edilməsi, eləcə də risklərin aradan qaldırılması və ya azaldılması üzrə atılan tədbirlərdən ibarətdir.","[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_21_30_part1"", ""Məcəllə_art_21_30_part1"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_5_9_part1"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_5_9_part2"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_21_30_part2""]","[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında""]",37.6945397919917,0.017602124993572943,57.533950791010284,95.42663287500909,
Q067,risk_management,Kəmiyyət qiymətləndirməsində 1 və 4 balları nə ifadə edir?,"Kəmiyyət qiymətləndirməsində 1 ən yaxşı, 4 isə ən pis göstərici hesab edilir və qiymətləndirmə 1–4 aralığında aparılır.","Kəmiyyət qiymətləndirməsi üzrə 1 - ən yaxşı göstərici, 4 - ən pis göstərici hesab edilməklə qiymətləndirmə 1-4 aralığında dəyişir.","[""7fd12f0749b180441d54cd4de_art_2_8_part1"", ""d290a5c47f251d932318feaec_art_4_6"", ""d290a5c47f251d932318feaec_art_3_3_part3"", ""98a6608d0eb4e83b612fde01f_art_4_13_part1"", ""Banklarda korporativ idarəetmə Standartları_art_2_7_part1""]","[""7fd12f0749b180441d54cd4de"", ""d290a5c47f251d932318feaec"", ""d290a5c47f251d932318feaec"", ""98a6608d0eb4e83b612fde01f"", ""Banklarda korporativ idarəetmə Standartları""]",38.614754041002016,0.012180290999822319,55.89522674999898,94.77586516599695,
Q068,risk_management,Banklar üzrə risk qiymətləndirilməsi zamanı hansı əsas risk indikatorları nəzərə alınır?,"Banklar üzrə risk qiymətləndirilməsində kredit riski, bazar və investisiya riski, əməliyyat riski, biznes modeli və mənfəətlilik, idarəetmə və risk menecmenti, kapitalın idarə edilməsi və likvidlik riskinin idarə edilməsi indikatorları nəzərə alınır.",Ətraf mühit ilə bağlı risk indikatorları müəyyən edilərkən ekoloji risk amillərinin miqyası nəzərə alınır.,"[""511cdc58f232d5d9395551ae8_art_6_15_part2"", ""511cdc58f232d5d9395551ae8_art_6_15_part1"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_5_9_part1"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_5_12_part1"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_5_12_part1""]","[""511cdc58f232d5d9395551ae8"", ""511cdc58f232d5d9395551ae8"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7""]",28.78242833400145,0.012948791001690552,53.228999875005684,82.28137483399769,
Q069,risk_management,Əməliyyat riski hadisəsi aşkar edildikdə struktur bölməsinin koordinatoru hansı tədbirləri görməlidir?,"Koordinator risk hadisəsini araşdırmalı, müəyyən edilmiş forma üzrə qeydiyyata almalı, struktur bölmə rəhbərinin təsdiqini əldə etməli və təsdiq edilmiş məlumatı əlaqəli sənədlərlə birlikdə hadisənin müəyyən edildiyi gün də daxil olmaqla 2 iş günü ərzində risklərin idarə edilməsi funksiyasını həyata keçirən struktur bölməyə təqdim etməlidir.","Hər bir struktur bölmə üzrə koordinator aşağıdakı işləri icra edir:
9.6.1. risk hadisəsinin araşdırılması və bankın müəyyən etdiyi vahid forma üzrə qeydiyyatının aparılması;
9.6.2. qeydiyyatı aparılmış risk hadisəsi üzrə struktur bölmə rəhbərinin təsdiqinin alınması;
9.6.3. təsdiq edilmiş məlumatın və əlaqəli sənədlərin hadisənin müəyyən edildiyi gün də daxil olmaqla 2 (iki) iş günü ərzində bu Qaydanın 9.6.1-ci yarımbəndində müəyyən edilmiş formada hazırlanaraq risklərin idarə edilməsi funksiyasını həyata keçirən struktur bölməyə təqdim edilməsi.","[""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_9_16_part2"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_9_16_part1"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_6_11_part1"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_5_9_part1"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_4_23""]","[""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası""]",27.016697999992175,0.015363917002105154,76.56552812499285,103.76711508400331,
Q070,risk_management,Hansı hallarda əməliyyat riski hadisəsi barədə məlumat risklərin idarə edilməsi bölməsinə dərhal təqdim edilməlidir?,"Risk limitləri pozulduqda, hadisə banka qarşı icrası məcburi göstərişlərin, təsir tədbirlərinin və ya sanksiyaların tətbiqinə səbəb ola bildikdə, daxili və ya kənar dələduzluq baş verdikdə və ya risk hadisəsi bankın müəyyən etdiyi zərər limitini aşdıqda məlumat dərhal təqdim edilməlidir.","Aşağıdakı risk hadisələri baş verdiyi hallarda koordinator məlumatı dərhal risklərin idarə edilməsi funksiyasını həyata keçirən struktur bölməyə təqdim edir:
9.6.3.1. risk limitlərinin pozulması ilə nəticələnmiş risk hadisəsi baş verdikdə;
9.6.3.2. risk hadisəsi banka qarşı icrası məcburi olan göstərişlərin, o cümlədən təsir tədbirləri və ya sanksiyanın tətbiqinə səbəb ola bildikdə;
9.6.3.3. daxili və kənar dələduzluq halları baş verdikdə;
9.6.3.4. bu Qaydanın 4.1.3-cü yarımbəndinə uyğun olaraq bank tərəfindən müəyyən edilmiş zərərlər üzrə limitdən yuxarı həddə olan risk hadisəsi baş verdikdə.","[""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_9_16_part2"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_9_16_part1"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_6_11_part1"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_5_9_part1"", ""Banklarda korporativ idarəetmə Standartları_art_14_25_part1""]","[""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Banklarda korporativ idarəetmə Standartları""]",22.97961245798797,0.013130416002240963,26.887704832988675,50.00219412500155,
